(1, 1);(1, 7);(1, 13);(1, 19);(1, 25);(1, 31);(1, 37);(7, 1);(7, 7);(7, 13);(7, 19);(7, 25);(7, 31);(7, 37);(13, 1);(13, 7);(13, 13);(13, 19);(13, 25);(13, 31);(13, 37);(19, 1);(19, 7);(19, 13);(19, 19);(19, 25);(19, 31);(19, 37);(25, 1);(25, 7);(25, 13);(25, 19);(25, 25);(25, 31);(25, 37);(31, 1);(31, 7);(31, 13);(31, 19);(31, 25);(31, 31);(31, 37);(37, 1);(37, 7);(37, 13);(37, 19);(37, 25);(37, 31);(37, 37);(43, 19);
1,1|1,1|1,1;
1,1|1,7|1,1;1,7;
1,1|1,13|1,1;1,7;1,13;
1,1|1,19|1,1;1,7;1,13;1,19;
1,1|1,25|1,1;1,7;1,13;1,19;1,25;
1,1|1,31|1,1;1,7;1,13;1,19;1,25;1,31;
1,1|1,37|1,1;1,7;1,13;1,19;1,25;1,31;1,37;
1,1|7,1|1,1;7,1;
1,1|7,7|1,1;1,7;7,7;
1,1|7,13|1,1;1,7;7,7;7,13;
1,1|7,19|1,1;1,7;1,13;7,13;7,19;
1,1|7,25|1,1;1,7;1,13;1,19;1,25;7,25;
1,1|7,31|1,1;1,7;1,13;1,19;1,25;1,31;7,31;
1,1|7,37|1,1;1,7;1,13;1,19;1,25;1,31;1,37;7,37;
1,1|13,1|1,1;7,1;13,1;
1,1|13,7|1,1;7,1;7,7;13,7;
1,1|13,13|1,1;1,7;7,7;7,13;13,13;
1,1|13,19|1,1;1,7;7,7;7,13;7,19;13,19;
1,1|13,25|1,1;1,7;1,13;7,13;7,19;7,25;13,25;
1,1|13,31|1,1;1,7;1,13;1,19;1,25;7,25;7,31;13,31;
1,1|13,37|1,1;1,7;1,13;1,19;1,25;1,31;7,31;7,37;13,37;
1,1|19,1|1,1;7,1;13,1;19,1;
1,1|19,7|1,1;7,1;13,1;13,7;19,7;
1,1|19,13|1,1;7,1;7,7;13,7;13,13;19,13;
1,1|19,19|1,1;1,7;7,7;7,13;13,13;13,19;19,19;
1,1|19,25|1,1;1,7;7,7;7,13;7,19;13,19;13,25;19,25;
1,1|19,31|1,1;1,7;1,13;7,13;7,19;7,25;13,25;13,31;19,31;
1,1|19,37|1,1;1,7;1,13;1,19;1,25;7,25;7,31;13,31;13,37;19,37;
1,1|25,1|1,1;7,1;13,1;19,1;25,1;
1,1|25,7|1,1;7,1;13,1;19,1;19,7;25,7;
1,1|25,13|1,1;7,1;13,1;13,7;19,7;19,13;25,13;
1,1|25,19|1,1;7,1;7,7;13,7;13,13;19,13;19,19;25,19;
1,1|25,25|1,1;1,7;7,7;7,13;13,13;19,13;25,13;25,25;
1,1|25,31|1,1;1,7;7,7;7,13;7,19;13,19;13,25;19,25;19,31;25,31;
1,1|25,37|1,1;1,7;1,13;7,13;7,19;7,25;13,25;13,31;19,31;19,37;25,37;
1,1|31,1|1,1;7,1;13,1;19,1;25,1;31,1;
1,1|31,7|1,1;7,1;13,1;19,1;25,1;25,7;31,7;
1,1|31,13|1,1;7,1;13,1;19,1;19,7;25,7;25,13;31,13;
1,1|31,19|1,1;7,1;13,1;13,7;19,7;19,13;25,13;31,13;31,19;
1,1|31,25|1,1;7,1;7,7;13,7;13,13;19,13;25,13;25,25;31,25;
1,1|31,31|1,1;1,7;7,7;7,13;13,13;19,13;25,13;25,25;25,31;31,31;
1,1|31,37|1,1;1,7;7,7;7,13;7,19;13,19;13,25;19,25;19,31;25,31;25,37;31,37;
1,1|37,1|1,1;7,1;13,1;19,1;25,1;31,1;37,1;
1,1|37,7|1,1;7,1;13,1;19,1;25,1;31,1;31,7;37,7;
1,1|37,13|1,1;7,1;13,1;19,1;25,1;25,7;31,7;31,13;37,13;
1,1|37,19|1,1;7,1;13,1;19,1;19,7;25,7;25,13;31,13;31,19;37,19;
1,1|37,25|1,1;7,1;13,1;13,7;19,7;19,13;25,13;31,13;31,19;37,19;37,25;
1,1|37,31|1,1;7,1;7,7;13,7;13,13;19,13;25,13;25,25;31,25;31,31;37,31;
1,1|37,37|1,1;1,7;7,7;7,13;13,13;19,13;25,13;25,25;25,31;31,31;37,31;37,37;
1,1|43,19|43,19;
1,7|1,1|1,7;1,1;
1,7|1,7|1,7;
1,7|1,13|1,7;1,13;
1,7|1,19|1,7;1,13;1,19;
1,7|1,25|1,7;1,13;1,19;1,25;
1,7|1,31|1,7;1,13;1,19;1,25;1,31;
1,7|1,37|1,7;1,13;1,19;1,25;1,31;1,37;
1,7|7,1|1,7;1,1;7,1;
1,7|7,7|1,7;7,7;
1,7|7,13|1,7;7,7;7,13;
1,7|7,19|1,7;1,13;7,13;7,19;
1,7|7,25|1,7;1,13;1,19;1,25;7,25;
1,7|7,31|1,7;1,13;1,19;1,25;1,31;7,31;
1,7|7,37|1,7;1,13;1,19;1,25;1,31;1,37;7,37;
1,7|13,1|1,7;7,7;7,1;13,1;
1,7|13,7|1,7;7,7;13,7;
1,7|13,13|1,7;7,7;7,13;13,13;
1,7|13,19|1,7;7,7;7,13;7,19;13,19;
1,7|13,25|1,7;1,13;7,13;7,19;7,25;13,25;
1,7|13,31|1,7;1,13;1,19;1,25;7,25;7,31;13,31;
1,7|13,37|1,7;1,13;1,19;1,25;1,31;7,31;7,37;13,37;
1,7|19,1|1,7;7,7;13,7;13,1;19,1;
1,7|19,7|1,7;7,7;13,7;19,7;
1,7|19,13|1,7;7,7;13,7;13,13;19,13;
1,7|19,19|1,7;7,7;7,13;13,13;13,19;19,19;
1,7|19,25|1,7;7,7;7,13;7,19;13,19;13,25;19,25;
1,7|19,31|1,7;1,13;7,13;7,19;7,25;13,25;13,31;19,31;
1,7|19,37|1,7;1,13;1,19;1,25;7,25;7,31;13,31;13,37;19,37;
1,7|25,1|1,7;7,7;13,7;19,7;19,1;25,1;
1,7|25,7|1,7;7,7;13,7;19,7;25,7;
1,7|25,13|1,7;7,7;13,7;19,7;19,13;25,13;
1,7|25,19|1,7;7,7;13,7;13,13;19,13;19,19;25,19;
1,7|25,25|1,7;7,7;7,13;13,13;19,13;25,13;25,25;
1,7|25,31|1,7;7,7;7,13;7,19;13,19;13,25;19,25;19,31;25,31;
1,7|25,37|1,7;1,13;7,13;7,19;7,25;13,25;13,31;19,31;19,37;25,37;
1,7|31,1|1,7;7,7;13,7;19,7;25,7;25,1;31,1;
1,7|31,7|1,7;7,7;13,7;19,7;25,7;31,7;
1,7|31,13|1,7;7,7;13,7;19,7;25,7;25,13;31,13;
1,7|31,19|1,7;7,7;13,7;19,7;19,13;25,13;31,13;31,19;
1,7|31,25|1,7;7,7;13,7;13,13;19,13;25,13;25,25;31,25;
1,7|31,31|1,7;7,7;7,13;13,13;19,13;25,13;25,25;25,31;31,31;
1,7|31,37|1,7;7,7;7,13;7,19;13,19;13,25;19,25;19,31;25,31;25,37;31,37;
1,7|37,1|1,7;7,7;13,7;19,7;25,7;31,7;31,1;37,1;
1,7|37,7|1,7;7,7;13,7;19,7;25,7;31,7;37,7;
1,7|37,13|1,7;7,7;13,7;19,7;25,7;31,7;31,13;37,13;
1,7|37,19|1,7;7,7;13,7;19,7;25,7;25,13;31,13;31,19;37,19;
1,7|37,25|1,7;7,7;13,7;19,7;19,13;25,13;31,13;31,19;37,19;37,25;
1,7|37,31|1,7;7,7;13,7;13,13;19,13;25,13;25,25;31,25;31,31;37,31;
1,7|37,37|1,7;7,7;7,13;13,13;19,13;25,13;25,25;25,31;31,31;37,31;37,37;
1,7|43,19|43,19;
1,13|1,1|1,13;1,7;1,1;
1,13|1,7|1,13;1,7;
1,13|1,13|1,13;
1,13|1,19|1,13;1,19;
1,13|1,25|1,13;1,19;1,25;
1,13|1,31|1,13;1,19;1,25;1,31;
1,13|1,37|1,13;1,19;1,25;1,31;1,37;
1,13|7,1|1,13;1,7;1,1;7,1;
1,13|7,7|1,13;1,7;7,7;
1,13|7,13|1,13;7,13;
1,13|7,19|1,13;7,13;7,19;
1,13|7,25|1,13;1,19;1,25;7,25;
1,13|7,31|1,13;1,19;1,25;1,31;7,31;
1,13|7,37|1,13;1,19;1,25;1,31;1,37;7,37;
1,13|13,1|1,13;1,7;7,7;7,1;13,1;
1,13|13,7|1,13;7,13;7,7;13,7;
1,13|13,13|1,13;7,13;13,13;
1,13|13,19|1,13;7,13;7,19;13,19;
1,13|13,25|1,13;7,13;7,19;7,25;13,25;
1,13|13,31|1,13;1,19;1,25;7,25;7,31;13,31;
1,13|13,37|1,13;1,19;1,25;1,31;7,31;7,37;13,37;
1,13|19,1|1,13;7,13;7,7;13,7;13,1;19,1;
1,13|19,7|1,13;7,13;13,13;13,7;19,7;
1,13|19,13|1,13;7,13;13,13;19,13;
1,13|19,19|1,13;7,13;13,13;13,19;19,19;
1,13|19,25|1,13;7,13;7,19;13,19;13,25;19,25;
1,13|19,31|1,13;7,13;7,19;7,25;13,25;13,31;19,31;
1,13|19,37|1,13;1,19;1,25;7,25;7,31;13,31;13,37;19,37;
1,13|25,1|1,13;7,13;13,13;13,7;19,7;19,1;25,1;
1,13|25,7|1,13;7,13;13,13;19,13;19,7;25,7;
1,13|25,13|1,13;7,13;13,13;19,13;25,13;
1,13|25,19|1,13;7,13;13,13;19,13;19,19;25,19;
1,13|25,25|1,13;7,13;13,13;19,13;25,13;25,25;
1,13|25,31|1,13;7,13;7,19;13,19;13,25;19,25;19,31;25,31;
1,13|25,37|1,13;7,13;7,19;7,25;13,25;13,31;19,31;19,37;25,37;
1,13|31,1|1,13;7,13;13,13;19,13;19,7;25,7;25,1;31,1;
1,13|31,7|1,13;7,13;13,13;19,13;25,13;25,7;31,7;
1,13|31,13|1,13;7,13;13,13;19,13;25,13;31,13;
1,13|31,19|1,13;7,13;13,13;19,13;25,13;31,13;31,19;
1,13|31,25|1,13;7,13;13,13;19,13;25,13;25,25;31,25;
1,13|31,31|1,13;7,13;13,13;19,13;25,13;25,25;25,31;31,31;
1,13|31,37|1,13;7,13;7,19;13,19;13,25;19,25;19,31;25,31;25,37;31,37;
1,13|37,1|1,13;7,13;13,13;19,13;25,13;25,7;31,7;31,1;37,1;
1,13|37,7|1,13;7,13;13,13;19,13;25,13;31,13;31,7;37,7;
1,13|37,13|1,13;7,13;13,13;19,13;25,13;31,13;37,13;
1,13|37,19|1,13;7,13;13,13;19,13;25,13;31,13;31,19;37,19;
1,13|37,25|1,13;7,13;13,13;19,13;25,13;31,13;31,19;37,19;37,25;
1,13|37,31|1,13;7,13;13,13;19,13;25,13;25,25;31,25;31,31;37,31;
1,13|37,37|1,13;7,13;13,13;19,13;25,13;25,25;25,31;31,31;37,31;37,37;
1,13|43,19|43,19;
1,19|1,1|1,19;1,13;1,7;1,1;
1,19|1,7|1,19;1,13;1,7;
1,19|1,13|1,19;1,13;
1,19|1,19|1,19;
1,19|1,25|1,19;1,25;
1,19|1,31|1,19;1,25;1,31;
1,19|1,37|1,19;1,25;1,31;1,37;
1,19|7,1|1,19;1,13;1,7;1,1;7,1;
1,19|7,7|1,19;1,13;1,7;7,7;
1,19|7,13|1,19;1,13;7,13;
1,19|7,19|1,19;7,19;
1,19|7,25|1,19;1,25;7,25;
1,19|7,31|1,19;1,25;1,31;7,31;
1,19|7,37|1,19;1,25;1,31;1,37;7,37;
1,19|13,1|1,19;1,13;1,7;7,7;7,1;13,1;
1,19|13,7|1,19;1,13;7,13;7,7;13,7;
1,19|13,13|1,19;7,19;7,13;13,13;
1,19|13,19|1,19;7,19;13,19;
1,19|13,25|1,19;7,19;7,25;13,25;
1,19|13,31|1,19;1,25;7,25;7,31;13,31;
1,19|13,37|1,19;1,25;1,31;7,31;7,37;13,37;
1,19|19,1|1,19;1,13;7,13;7,7;13,7;13,1;19,1;
1,19|19,7|1,19;7,19;7,13;13,13;13,7;19,7;
1,19|19,13|1,19;7,19;13,19;13,13;19,13;
1,19|19,19|1,19;7,19;13,19;19,19;
1,19|19,25|1,19;7,19;13,19;13,25;19,25;
1,19|19,31|1,19;7,19;7,25;13,25;13,31;19,31;
1,19|19,37|1,19;1,25;7,25;7,31;13,31;13,37;19,37;
1,19|25,1|1,19;7,19;7,13;13,13;13,7;19,7;19,1;25,1;
1,19|25,7|1,19;7,19;13,19;13,13;19,13;19,7;25,7;
1,19|25,13|1,19;7,19;13,19;19,19;19,13;25,13;
1,19|25,19|1,19;7,19;13,19;19,19;25,19;
1,19|25,25|1,19;7,19;13,19;19,19;19,25;25,25;
1,19|25,31|1,19;7,19;13,19;13,25;19,25;19,31;25,31;
1,19|25,37|1,19;7,19;7,25;13,25;13,31;19,31;19,37;25,37;
1,19|31,1|1,19;7,19;13,19;13,13;19,13;19,7;25,7;25,1;31,1;
1,19|31,7|1,19;7,19;13,19;19,19;19,13;25,13;25,7;31,7;
1,19|31,13|1,19;7,19;13,19;19,19;25,19;25,13;31,13;
1,19|31,19|1,19;7,19;13,19;19,19;25,19;31,19;
1,19|31,25|1,19;7,19;13,19;19,19;25,19;25,25;31,25;
1,19|31,31|1,19;7,19;13,19;19,19;19,25;25,25;25,31;31,31;
1,19|31,37|1,19;7,19;13,19;13,25;19,25;19,31;25,31;25,37;31,37;
1,19|37,1|1,19;7,19;13,19;19,19;19,13;25,13;25,7;31,7;31,1;37,1;
1,19|37,7|1,19;7,19;13,19;19,19;25,19;25,13;31,13;31,7;37,7;
1,19|37,13|1,19;7,19;13,19;19,19;25,19;31,19;31,13;37,13;
1,19|37,19|1,19;7,19;13,19;19,19;25,19;31,19;37,19;
1,19|37,25|1,19;7,19;13,19;19,19;25,19;31,19;37,19;37,25;
1,19|37,31|1,19;7,19;13,19;19,19;25,19;25,25;31,25;31,31;37,31;
1,19|37,37|1,19;7,19;13,19;19,19;19,25;25,25;25,31;31,31;37,31;37,37;
1,19|43,19|43,19;
1,25|1,1|1,25;1,19;1,13;1,7;1,1;
1,25|1,7|1,25;1,19;1,13;1,7;
1,25|1,13|1,25;1,19;1,13;
1,25|1,19|1,25;1,19;
1,25|1,25|1,25;
1,25|1,31|1,25;1,31;
1,25|1,37|1,25;1,31;1,37;
1,25|7,1|1,25;1,19;1,13;1,7;1,1;7,1;
1,25|7,7|1,25;1,19;1,13;1,7;7,7;
1,25|7,13|1,25;1,19;1,13;7,13;
1,25|7,19|1,25;1,19;7,19;
1,25|7,25|1,25;7,25;
1,25|7,31|1,25;1,31;7,31;
1,25|7,37|1,25;1,31;1,37;7,37;
1,25|13,1|1,25;1,19;1,13;1,7;7,7;7,1;13,1;
1,25|13,7|1,25;1,19;1,13;7,13;7,7;13,7;
1,25|13,13|1,25;1,19;7,19;7,13;13,13;
1,25|13,19|1,25;7,25;7,19;13,19;
1,25|13,25|1,25;7,25;13,25;
1,25|13,31|1,25;7,25;7,31;13,31;
1,25|13,37|1,25;1,31;7,31;7,37;13,37;
1,25|19,1|1,25;1,19;1,13;7,13;7,7;13,7;13,1;19,1;
1,25|19,7|1,25;1,19;7,19;7,13;13,13;13,7;19,7;
1,25|19,13|1,25;7,25;7,19;13,19;13,13;19,13;
1,25|19,19|1,25;7,25;13,25;13,19;19,19;
1,25|19,25|1,25;7,25;13,25;19,25;
1,25|19,31|1,25;7,25;13,25;13,31;19,31;
1,25|19,37|1,25;7,25;7,31;13,31;13,37;19,37;
