(1, 1);(7, 1);(4, 4);(10, 4);(1, 6);(7, 6);(4, 9);(20, 1);(25, 1);(25, 6);(20, 6);(35, 4);(41, 4);(38, 1);(44, 1);(38, 6);(44, 6);(41, 9);(1, 16);(5, 16);(1, 20);(5, 20);(18, 16);(26, 16);(29, 18);(22, 19);(18, 21);(26, 21);(41, 16);(45, 16);(41, 20);(45, 20);(4, 27);(1, 29);(1, 34);(4, 32);(7, 29);(7, 34);(9, 32);(20, 29);(25, 29);(20, 34);(25, 34);(35, 32);(38, 29);(44, 29);(38, 34);(44, 34);(41, 26);(41, 32);
1,1|1,1|1,1;
1,1|7,1|1,1;7,1;
1,1|4,4|1,1;4,4;
1,1|10,4|1,1;7,1;10,4;
1,1|1,6|1,1;1,6;
1,1|7,6|1,1;4,4;7,6;
1,1|4,9|1,1;1,6;4,9;
1,1|20,1|1,1;7,1;10,4;20,6;20,1;
1,1|25,1|1,1;7,1;10,4;20,6;20,1;25,1;
1,1|25,6|1,1;7,1;10,4;20,6;25,6;
1,1|20,6|1,1;7,1;10,4;20,6;
1,1|35,4|1,1;7,1;10,4;20,6;25,6;35,4;
1,1|41,4|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,4;
1,1|38,1|1,1;7,1;10,4;20,6;25,6;35,4;38,1;
1,1|44,1|1,1;7,1;10,4;20,6;25,6;35,4;38,1;44,1;
1,1|38,6|1,1;7,1;10,4;20,6;25,6;35,4;38,6;
1,1|44,6|1,1;7,1;10,4;20,6;25,6;35,4;38,6;44,6;
1,1|41,9|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,9;
1,1|1,16|1,1;1,6;4,9;5,16;1,16;
1,1|5,16|1,1;1,6;4,9;5,16;
1,1|1,20|1,1;1,6;4,9;5,16;1,16;1,20;
1,1|5,20|1,1;1,6;4,9;5,16;5,20;
1,1|18,16|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;18,21;18,16;
1,1|26,16|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,9;29,18;26,16;
1,1|29,18|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,9;29,18;
1,1|22,19|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;18,21;22,19;
1,1|18,21|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;18,21;
1,1|26,21|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;18,21;26,21;
1,1|41,16|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;
1,1|45,16|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;45,16;
1,1|41,20|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;41,20;
1,1|45,20|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;45,16;45,20;
1,1|4,27|1,1;1,6;4,9;5,16;5,20;1,20;4,27;
1,1|1,29|1,1;1,6;4,9;5,16;5,20;1,20;4,27;1,29;
1,1|1,34|1,1;1,6;4,9;5,16;5,20;1,20;4,27;1,29;1,34;
1,1|4,32|1,1;1,6;4,9;5,16;5,20;1,20;4,27;1,29;4,32;
1,1|7,29|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;
1,1|7,34|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;7,34;
1,1|9,32|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;
1,1|20,29|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;20,34;20,29;
1,1|25,29|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;20,34;20,29;25,29;
1,1|20,34|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;20,34;
1,1|25,34|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;20,34;25,34;
1,1|35,32|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;20,34;25,34;35,32;
1,1|38,29|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;41,20;41,26;38,29;
1,1|44,29|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;41,20;41,26;44,29;
1,1|38,34|1,1;1,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;20,34;25,34;35,32;38,34;
1,1|44,34|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;41,20;41,26;44,29;44,34;
1,1|41,26|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;41,20;41,26;
1,1|41,32|1,1;7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;41,20;41,26;44,29;41,32;
7,1|1,1|7,1;1,1;
7,1|7,1|7,1;
7,1|4,4|7,1;4,4;
7,1|10,4|7,1;10,4;
7,1|1,6|7,1;4,4;1,6;
7,1|7,6|7,1;7,6;
7,1|4,9|7,1;7,6;4,9;
7,1|20,1|7,1;10,4;20,6;20,1;
7,1|25,1|7,1;10,4;20,6;20,1;25,1;
7,1|25,6|7,1;10,4;20,6;25,6;
7,1|20,6|7,1;10,4;20,6;
7,1|35,4|7,1;10,4;20,6;25,6;35,4;
7,1|41,4|7,1;10,4;20,6;25,6;35,4;38,6;41,4;
7,1|38,1|7,1;10,4;20,6;25,6;35,4;38,1;
7,1|44,1|7,1;10,4;20,6;25,6;35,4;38,1;44,1;
7,1|38,6|7,1;10,4;20,6;25,6;35,4;38,6;
7,1|44,6|7,1;10,4;20,6;25,6;35,4;38,6;44,6;
7,1|41,9|7,1;10,4;20,6;25,6;35,4;38,6;41,9;
7,1|1,16|7,1;7,6;4,9;5,16;1,16;
7,1|5,16|7,1;7,6;4,9;5,16;
7,1|1,20|7,1;7,6;4,9;5,16;1,16;1,20;
7,1|5,20|7,1;7,6;4,9;5,16;5,20;
7,1|18,16|7,1;7,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;18,21;18,16;
7,1|26,16|7,1;10,4;20,6;25,6;35,4;38,6;41,9;29,18;26,16;
7,1|29,18|7,1;10,4;20,6;25,6;35,4;38,6;41,9;29,18;
7,1|22,19|7,1;7,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;18,21;22,19;
7,1|18,21|7,1;7,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;18,21;
7,1|26,21|7,1;10,4;20,6;25,6;35,4;38,6;41,9;29,18;26,21;
7,1|41,16|7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;
7,1|45,16|7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;45,16;
7,1|41,20|7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;41,20;
7,1|45,20|7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;45,16;45,20;
7,1|4,27|7,1;7,6;4,9;5,16;5,20;1,20;4,27;
7,1|1,29|7,1;7,6;4,9;5,16;5,20;1,20;4,27;1,29;
7,1|1,34|7,1;7,6;4,9;5,16;5,20;1,20;4,27;1,29;1,34;
7,1|4,32|7,1;7,6;4,9;5,16;5,20;1,20;4,27;1,29;4,32;
7,1|7,29|7,1;7,6;4,9;5,16;5,20;1,20;4,27;7,29;
7,1|7,34|7,1;7,6;4,9;5,16;5,20;1,20;4,27;7,29;7,34;
7,1|9,32|7,1;7,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;
7,1|20,29|7,1;7,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;20,34;20,29;
7,1|25,29|7,1;7,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;20,34;20,29;25,29;
7,1|20,34|7,1;7,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;20,34;
7,1|25,34|7,1;7,6;4,9;5,16;5,20;1,20;4,27;7,29;9,32;20,34;25,34;
7,1|35,32|7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;41,20;41,26;38,29;35,32;
7,1|38,29|7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;41,20;41,26;38,29;
7,1|44,29|7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;41,20;41,26;44,29;
7,1|38,34|7,1;10,4;20,6;25,6;35,4;38,6;41,9;41,16;41,20;41,26;38,29;38,34;
