1,1;6,1;12,1;16,1;25,1;28,1;37,3;28,5;34,5;25,6;16,7;6,8;28,8;34,8;1,9;12,9;21,9;16,12;29,12;1,14;10,14;16,14;19,14;29,14;34,15;38,16;1,18;13,18;19,18;31,18;19,20;31,20;38,20;1,23;11,23;15,23;33,24;27,25;13,27;19,28;38,28;10,29;32,29;10,33;1,34;13,35;18,35;4,37;21,37;36,37;10,30;32,30;
1,1|1,1|1,1;
1,1|6,1|1,1;6,1;
1,1|12,1|1,1;6,1;12,1;
1,1|16,1|1,1;6,1;12,1;16,1;
1,1|25,1|1,1;6,1;12,1;16,1;25,1;
1,1|28,1|1,1;6,1;12,1;16,1;25,1;28,1;
1,1|37,3|1,1;6,1;12,1;16,1;25,1;28,1;37,3;
1,1|28,5|1,1;6,1;12,1;16,1;25,1;28,1;28,5;
1,1|34,5|1,1;6,1;12,1;16,1;25,1;28,1;28,5;34,5;
1,1|25,6|1,1;6,1;12,1;16,7;21,9;25,6;
1,1|16,7|1,1;6,1;12,1;16,7;
1,1|6,8|1,1;6,1;6,8;
1,1|28,8|1,1;6,1;12,1;16,7;21,9;28,8;
1,1|34,8|1,1;6,1;12,1;16,7;21,9;28,8;34,8;
1,1|1,9|1,1;1,9;
1,1|12,9|1,1;6,1;6,8;12,9;
1,1|21,9|1,1;6,1;12,1;16,7;21,9;
1,1|16,12|1,1;6,1;6,8;12,9;16,12;
1,1|29,12|1,1;6,1;12,1;16,7;21,9;29,12;
1,1|1,14|1,1;1,9;1,14;
1,1|10,14|1,1;1,9;1,14;10,14;
1,1|16,14|1,1;6,1;6,8;12,9;16,12;16,14;
1,1|19,14|1,1;6,1;6,8;12,9;16,12;16,14;19,14;
1,1|29,14|1,1;6,1;12,1;16,7;21,9;29,12;29,14;
1,1|34,15|1,1;6,1;12,1;16,7;21,9;29,12;34,15;
1,1|38,16|1,1;6,1;12,1;16,7;21,9;29,12;34,15;38,16;
1,1|1,18|1,1;1,9;1,14;1,18;
1,1|13,18|1,1;1,9;1,14;10,14;13,18;
1,1|19,18|1,1;6,1;6,8;12,9;16,12;16,14;19,14;19,18;
1,1|31,18|1,1;6,1;12,1;16,7;21,9;29,12;29,14;31,18;
1,1|19,20|1,1;1,9;1,14;10,14;19,20;
1,1|31,20|1,1;6,1;12,1;16,7;21,9;29,12;29,14;31,18;31,20;
1,1|38,20|1,1;6,1;12,1;16,7;21,9;29,12;34,15;38,16;38,20;
1,1|1,23|1,1;1,9;1,14;1,18;1,23;
1,1|11,23|1,1;1,9;1,14;1,18;1,23;11,23;
1,1|15,23|1,1;1,9;1,14;10,14;13,18;15,23;
1,1|33,24|1,1;6,1;12,1;16,7;21,9;29,12;29,14;31,18;31,20;33,24;
1,1|27,25|1,1;6,1;6,8;12,9;16,12;16,14;19,14;27,25;
1,1|13,27|1,1;1,9;1,14;1,18;1,23;11,23;13,27;
1,1|19,28|1,1;1,9;1,14;1,18;1,23;11,23;13,27;19,28;
1,1|38,28|1,1;6,1;12,1;16,7;21,9;29,12;29,14;31,18;31,20;33,24;38,28;
1,1|10,29|10,29;
1,1|32,29|32,29;
1,1|10,33|1,1;1,9;1,14;1,18;1,23;11,23;10,30;10,33;
1,1|1,34|1,1;1,9;1,14;1,18;1,23;1,34;
1,1|13,35|1,1;1,9;1,14;1,18;1,23;11,23;10,30;13,35;
1,1|18,35|1,1;1,9;1,14;1,18;1,23;11,23;13,27;19,28;18,35;
1,1|4,37|1,1;1,9;1,14;1,18;1,23;1,34;4,37;
1,1|21,37|1,1;1,9;1,14;1,18;1,23;11,23;13,27;19,28;18,35;21,37;
1,1|36,37|1,1;6,1;6,8;12,9;16,12;16,14;19,14;27,25;32,30;36,37;
1,1|10,30|1,1;1,9;1,14;1,18;1,23;11,23;10,30;
1,1|32,30|1,1;6,1;6,8;12,9;16,12;16,14;19,14;27,25;32,30;
6,1|1,1|6,1;1,1;
6,1|6,1|6,1;
6,1|12,1|6,1;12,1;
6,1|16,1|6,1;12,1;16,1;
6,1|25,1|6,1;12,1;16,1;25,1;
6,1|28,1|6,1;12,1;16,1;25,1;28,1;
6,1|37,3|6,1;12,1;16,1;25,1;28,1;37,3;
6,1|28,5|6,1;12,1;16,1;25,1;28,1;28,5;
6,1|34,5|6,1;12,1;16,1;25,1;28,1;28,5;34,5;
6,1|25,6|6,1;12,1;16,7;21,9;25,6;
6,1|16,7|6,1;12,1;16,7;
6,1|6,8|6,1;6,8;
6,1|28,8|6,1;12,1;16,7;21,9;28,8;
6,1|34,8|6,1;12,1;16,7;21,9;28,8;34,8;
6,1|1,9|6,1;6,8;1,9;
6,1|12,9|6,1;6,8;12,9;
6,1|21,9|6,1;12,1;16,7;21,9;
6,1|16,12|6,1;6,8;12,9;16,12;
6,1|29,12|6,1;12,1;16,7;21,9;29,12;
6,1|1,14|6,1;6,8;1,9;1,14;
6,1|10,14|6,1;6,8;12,9;10,14;
6,1|16,14|6,1;6,8;12,9;16,12;16,14;
