4|2|0|0,9
4|2|1|0
4|2|2|0
4|2|3|0
4|2|4|0
4|2|5|0
4|2|6|0
4|2|7|0
5|2|0|0
5|2|1|0
5|2|2|0
5|2|3|0
5|2|4|1,719
5|2|5|0
5|2|6|0
5|2|7|0
6|2|0|0
6|2|1|0
6|2|2|0
6|2|3|0,9
6|2|4|0
6|2|5|0
6|2|6|0
6|2|7|0
7|2|0|0
7|2|1|0
7|2|2|0
7|2|3|0,9
7|2|4|1,629
7|2|5|0
7|2|6|0
7|2|7|0
7|3|0|0
7|3|1|0
7|3|2|0
7|3|3|0
7|3|4|0
7|3|5|0
7|3|6|0
7|3|7|0
4|3|0|0
4|3|1|0
4|3|2|0
4|3|3|0
4|3|4|0,9
4|3|5|0
4|3|6|0
4|3|7|0
5|3|0|0
5|3|1|0
5|3|2|0
5|3|3|0
5|3|4|0,9
5|3|5|0
5|3|6|0
5|3|7|0
6|3|0|0
6|3|1|0
6|3|2|0,9
6|3|3|0
6|3|4|1,629
6|3|5|0
6|3|6|0
6|3|7|0
7|4|0|0
7|4|1|0
7|4|2|2,30949
7|4|3|1,629
7|4|4|0
7|4|5|0
7|4|6|0
7|4|7|0
4|4|0|0
4|4|1|0
4|4|2|0
4|4|3|0
4|4|4|0
4|4|5|0
4|4|6|0
4|4|7|0
5|4|0|0
5|4|1|0
5|4|2|0
5|4|3|0
5|4|4|0,9
5|4|5|0
5|4|6|0
5|4|7|0
6|4|0|0
6|4|1|0,9
6|4|2|1,629
6|4|3|0
6|4|4|0
6|4|5|0
6|4|6|0
6|4|7|0
4|1|0|0,9
4|1|1|0
4|1|2|0
4|1|3|0
4|1|4|0
4|1|5|0
4|1|6|0
4|1|7|0
5|1|0|0,9
5|1|1|0
5|1|2|0
5|1|3|0
5|1|4|0
5|1|5|0
5|1|6|0
5|1|7|0
6|1|0|0
6|1|1|0
6|1|2|0,9
6|1|3|0
6|1|4|2,38239
6|1|5|0
6|1|6|0
6|1|7|0
7|1|0|0
7|1|1|0
7|1|2|0,9
7|1|3|0
7|1|4|1,629
7|1|5|0
7|1|6|0
7|1|7|0
4|0|0|0,9
4|0|1|0
4|0|2|0
4|0|3|0
4|0|4|0
4|0|5|0
4|0|6|0
4|0|7|0
5|0|0|0
5|0|1|0
5|0|2|0
5|0|3|0
5|0|4|0
5|0|5|0
5|0|6|0
5|0|7|0
6|0|0|0
6|0|1|0
6|0|2|0
6|0|3|0
6|0|4|0
6|0|5|0
6|0|6|0
6|0|7|0
7|0|0|1,629
7|0|1|0
7|0|2|0
7|0|3|0,9
7|0|4|2,21949
7|0|5|0
7|0|6|0
7|0|7|0
4|-1|0|0
4|-1|1|0
4|-1|2|0
4|-1|3|0
4|-1|4|0
4|-1|5|0
4|-1|6|0
4|-1|7|0
5|-1|0|0
5|-1|1|0
5|-1|2|0
5|-1|3|0
5|-1|4|9,078747
5|-1|5|0
5|-1|6|0
5|-1|7|3,945339
6|-1|0|0
6|-1|1|0
6|-1|2|1,719
6|-1|3|0
6|-1|4|0
6|-1|5|0
6|-1|6|0
6|-1|7|0
7|-1|0|0
7|-1|1|0
7|-1|2|1,719
7|-1|3|0
7|-1|4|0
7|-1|5|0
7|-1|6|0
7|-1|7|0
8|2|0|0
8|2|1|0
8|2|2|0
8|2|3|0,9
8|2|4|0
8|2|5|0
8|2|6|0
8|2|7|0
8|3|0|0
8|3|1|0
8|3|2|0
8|3|3|0
8|3|4|0
8|3|5|0
8|3|6|0
8|3|7|0
8|4|0|0
8|4|1|0
8|4|2|2,46429
8|4|3|0
8|4|4|0
8|4|5|0
8|4|6|0
8|4|7|0
8|1|0|0
8|1|1|0
8|1|2|0
8|1|3|0
8|1|4|0,9
8|1|5|0
8|1|6|0
8|1|7|0
8|0|0|0
8|0|1|0
8|0|2|2,21949
8|0|3|0,9
8|0|4|1,629
8|0|5|0
8|0|6|0
8|0|7|0
8|-1|0|0
8|-1|1|0
8|-1|2|1,719
8|-1|3|0
8|-1|4|0
8|-1|5|0
8|-1|6|0
8|-1|7|0
9|2|0|0
9|2|1|0
9|2|2|0
9|2|3|0
9|2|4|0,9
9|2|5|0
9|2|6|0
9|2|7|0
9|3|0|0
9|3|1|0
9|3|2|0
9|3|3|0
9|3|4|0
9|3|5|0
9|3|6|0
9|3|7|0
9|4|0|0
9|4|1|0
9|4|2|2,30949
9|4|3|1,629
9|4|4|0
9|4|5|0
9|4|6|0
9|4|7|0
9|1|0|0
9|1|1|0
9|1|2|0
9|1|3|0
9|1|4|0
9|1|5|0
9|1|6|0
9|1|7|0
9|0|0|0
9|0|1|0
9|0|2|3,385059
9|0|3|0,9
9|0|4|3,067975
9|0|5|0
9|0|6|0
9|0|7|0
9|-1|0|2,21949
9|-1|1|0
9|-1|2|1,629
9|-1|3|0
9|-1|4|0
9|-1|5|0
9|-1|6|0,9
9|-1|7|0
10|2|0|0,9
10|2|1|0
10|2|2|0
10|2|3|0
10|2|4|0
10|2|5|0
10|2|6|0
10|2|7|0
10|3|0|0
10|3|1|0
10|3|2|0
10|3|3|0
10|3|4|0
10|3|5|0,9
10|3|6|0
10|3|7|0
10|4|0|0
10|4|1|0
10|4|2|2,46429
10|4|3|0
10|4|4|0
10|4|5|0
10|4|6|0
10|4|7|0
10|1|0|1,629
10|1|1|0
10|1|2|0
10|1|3|0
10|1|4|0,9
10|1|5|0
10|1|6|0
10|1|7|0
10|0|0|0
10|0|1|0
10|0|2|6,098416
10|0|3|0,9
10|0|4|7,764591
10|0|5|0
10|0|6|0
10|0|7|0
10|-1|0|4,559652
10|-1|1|0
10|-1|2|0,9
10|-1|3|0
10|-1|4|0
10|-1|5|0
10|-1|6|0
10|-1|7|2,829736
11|0|0|0
11|0|1|0
11|0|2|5,928227
11|0|3|0,9
11|0|4|2,38239
11|0|5|0
11|0|6|0
11|0|7|5,701864
11|-1|0|9,99978
11|-1|1|9,999892
11|-1|2|9,978477
11|-1|3|9,998993
11|-1|4|9,999992
11|-1|5|9,899992
11|-1|6|9,999984
11|-1|7|9,998993
12|0|0|0
12|0|1|0
12|0|2|4,385537
12|0|3|0,9
12|0|4|2,829736
12|0|5|3,678563
12|0|6|3,879636
12|0|7|0
12|-1|0|0
12|-1|1|0
12|-1|2|5,368987
12|-1|3|4,567742
12|-1|4|5,085882
12|-1|5|0
12|-1|6|0
12|-1|7|0
13|0|0|0
13|0|1|0
13|0|2|3,691857
13|0|3|0,9
13|0|4|0
13|0|5|0
13|0|6|0
13|0|7|0
13|-1|0|0
13|-1|1|0
13|-1|2|4,736535
13|-1|3|4,335744
13|-1|4|0
13|-1|5|2,896075
13|-1|6|0
13|-1|7|0
14|0|0|0
14|0|1|3,385059
14|0|2|3,948695
14|0|3|4,188443
14|0|4|0
14|0|5|0
14|0|6|0
14|0|7|0
14|-1|0|0
14|-1|1|4,203795
14|-1|2|5,035269
14|-1|3|4,649617
14|-1|4|0
14|-1|5|0
14|-1|6|0
14|-1|7|0
15|0|0|0
15|0|1|0
15|0|2|3,067975
15|0|3|3,475059
15|0|4|0
15|0|5|0
15|0|6|0
15|0|7|0
15|-1|0|0
15|-1|1|8,85537
15|-1|2|3,841506
15|-1|3|3,631489
15|-1|4|9,620333
15|-1|5|0
15|-1|6|0
15|-1|7|9,093631
14|-2|0|6,031169
14|-2|1|6,334777
14|-2|2|0
14|-2|3|0
14|-2|4|5,581687
14|-2|5|1,629
14|-2|6|0
14|-2|7|0
15|-2|0|4,584982
15|-2|1|4,883614
15|-2|2|0
15|-2|3|0,9
15|-2|4|1,629
15|-2|5|0
15|-2|6|0
15|-2|7|4,066705
14|-4|0|4,321307
14|-4|1|0
14|-4|2|0
14|-4|3|0
14|-4|4|0
14|-4|5|0
14|-4|6|0
14|-4|7|0
15|-4|0|5,297474
15|-4|1|0
15|-4|2|0
15|-4|3|0
15|-4|4|0
15|-4|5|0
15|-4|6|0
15|-4|7|0
14|-5|0|0
14|-5|1|0
14|-5|2|0
14|-5|3|0
14|-5|4|0
14|-5|5|0
14|-5|6|0
14|-5|7|0
15|-5|0|0
15|-5|1|0
15|-5|2|0
15|-5|3|0
15|-5|4|0
15|-5|5|0
15|-5|6|0
15|-5|7|0
14|-3|0|5,581687
14|-3|1|6,59841
14|-3|2|0
14|-3|3|0
14|-3|4|6,874464
14|-3|5|0
14|-3|6|0
14|-3|7|5,423093
15|-3|0|9,999083
15|-3|1|9,981035
15|-3|2|9,991791
15|-3|3|8,999993
15|-3|4|9,999992
15|-3|5|0
15|-3|6|9,895316
15|-3|7|8,999993
17|0|0|0
17|0|1|0
17|0|2|4,497263
17|0|3|0,9
17|0|4|4,705683
17|0|5|0
17|0|6|0
17|0|7|2,21949
17|-1|0|0
17|-1|1|0
17|-1|2|9,826721
17|-1|3|9,801378
17|-1|4|9,822173
17|-1|5|8,85596
17|-1|6|0
17|-1|7|0
16|0|0|0
16|0|1|0
16|0|2|3,067975
16|0|3|0,9
16|0|4|3,980404
16|0|5|0
16|0|6|0
16|0|7|0
16|-1|0|0
16|-1|1|0
16|-1|2|8,818446
16|-1|3|8,786136
16|-1|4|8,605032
16|-1|5|7,870076
16|-1|6|0
16|-1|7|0
18|0|0|0,9
18|0|1|0
18|0|2|0
18|0|3|1,629
18|0|4|2,21949
18|0|5|0
18|0|6|0
18|0|7|0
18|-1|0|8,93993
18|-1|1|0
18|-1|2|9,902222
18|-1|3|9,476068
18|-1|4|9,92584
18|-1|5|8,752815
18|-1|6|8,859631
18|-1|7|0
19|0|0|3,759678
19|0|1|0
19|0|2|0
19|0|3|0
19|0|4|0
19|0|5|0
19|0|6|0
19|0|7|0
19|-1|0|2,46429
19|-1|1|0
19|-1|2|0
19|-1|3|0
19|-1|4|0
19|-1|5|0
19|-1|6|0
19|-1|7|0
17|1|0|0
17|1|1|3,759678
17|1|2|0
17|1|3|0
17|1|4|0
17|1|5|0
17|1|6|0
17|1|7|0
18|1|0|0,9
18|1|1|0
18|1|2|0
18|1|3|0
18|1|4|0
18|1|5|0
18|1|6|0
18|1|7|0
19|1|0|3,759678
19|1|1|0
19|1|2|0
19|1|3|0
19|1|4|0
19|1|5|0
19|1|6|0
19|1|7|0
17|2|0|0
17|2|1|5,358102
17|2|2|4,947866
17|2|3|0
17|2|4|0
17|2|5|0
17|2|6|4,907772
17|2|7|4,907772
18|2|0|0
18|2|1|0
18|2|2|3,142504
18|2|3|0
18|2|4|0
18|2|5|0
18|2|6|0
18|2|7|0
19|2|0|0
19|2|1|0
19|2|2|9,89845
19|2|3|8,999724
19|2|4|9,999806
19|2|5|8,677709
19|2|6|0
19|2|7|7,455026
17|3|0|0
17|3|1|0
17|3|2|2,928736
17|3|3|2,29239
17|3|4|0
17|3|5|0
17|3|6|0
17|3|7|0
18|3|0|0
18|3|1|0
18|3|2|2,46429
18|3|3|0
18|3|4|0
18|3|5|0
18|3|6|0
18|3|7|0
19|3|0|0
19|3|1|0
19|3|2|0
19|3|3|0
19|3|4|0
19|3|5|0
19|3|6|0
19|3|7|0
16|2|0|3,264986
16|2|1|0
16|2|2|4,170556
16|2|3|3,836612
16|2|4|0
16|2|5|0,9
16|2|6|0
16|2|7|0
16|3|0|0
16|3|1|0
16|3|2|3,631489
16|3|3|0
16|3|4|4,544009
16|3|5|0
16|3|6|0
16|3|7|0
15|2|0|0
15|2|1|0
15|2|2|2,30949
15|2|3|1,629
15|2|4|0
15|2|5|0
15|2|6|0
15|2|7|0
15|3|0|0
15|3|1|0
15|3|2|5,186314
15|3|3|5,322863
15|3|4|4,242655
15|3|5|0
15|3|6|0
