1,12,0,0
1,12,1,0
1,12,2,0
1,12,3,0
2,12,0,0
2,12,1,0
2,12,2,0
2,12,3,0
3,12,0,0
3,12,1,0
3,12,2,0
3,12,3,0
4,12,0,0
4,12,1,0
4,12,2,0
4,12,3,0
5,12,0,0
5,12,1,0
5,12,2,0
5,12,3,0
6,12,0,0
6,12,1,0
6,12,2,0
6,12,3,0
1,11,0,0
1,11,1,0
1,11,2,0
1,11,3,0
2,11,0,0
2,11,1,0
2,11,2,0
2,11,3,0
3,11,0,0
3,11,1,0
3,11,2,0
3,11,3,0
4,11,0,0
4,11,1,0
4,11,2,0
4,11,3,0
5,11,0,0
5,11,1,0
5,11,2,0
5,11,3,0
6,11,0,0
6,11,1,0
6,11,2,0
6,11,3,0
6,10,0,0
6,10,1,0
6,10,2,0
6,10,3,0
5,10,0,0
5,10,1,0
5,10,2,0
5,10,3,0
4,10,0,0
4,10,1,0
4,10,2,0
4,10,3,0
3,10,0,0
3,10,1,0
3,10,2,0
3,10,3,0
2,10,0,0
2,10,1,0
2,10,2,0
2,10,3,0
1,10,0,0
1,10,1,0
1,10,2,0
1,10,3,0
1,9,0,0
1,9,1,0
1,9,2,0
1,9,3,0
2,9,0,0
2,9,1,0
2,9,2,0
2,9,3,0
3,9,0,0
3,9,1,0
3,9,2,0
3,9,3,0
4,9,0,0
4,9,1,0
4,9,2,0
4,9,3,0
5,9,0,0
5,9,1,0
5,9,2,0
5,9,3,0
6,9,0,0
6,9,1,0
6,9,2,0
6,9,3,0
6,8,0,0
6,8,1,0
6,8,2,0
6,8,3,0
5,8,0,0
5,8,1,0
5,8,2,0
5,8,3,0
4,8,0,0
4,8,1,0
4,8,2,0
4,8,3,0
3,8,0,0
3,8,1,0
3,8,2,0
3,8,3,0
2,8,0,0
2,8,1,0
2,8,2,0
2,8,3,0
1,8,0,0
1,8,1,0
1,8,2,0
1,8,3,0
1,7,0,0
1,7,1,0
1,7,2,0
1,7,3,0
2,7,0,0
2,7,1,0
2,7,2,0
2,7,3,0
3,7,0,0
3,7,1,0
3,7,2,0
3,7,3,0
4,7,0,0
4,7,1,0
4,7,2,0
4,7,3,0
5,7,0,0
5,7,1,0
5,7,2,0
5,7,3,0
6,7,0,0
6,7,1,0
6,7,2,0
6,7,3,0
6,4,0,0
6,4,1,0
6,4,2,0
6,4,3,0
5,4,0,0
5,4,1,0
5,4,2,0
5,4,3,0
4,4,0,0
4,4,1,0
4,4,2,0
4,4,3,0
3,4,0,0
3,4,1,0
3,4,2,0
3,4,3,0
2,4,0,0
2,4,1,0
2,4,2,0
2,4,3,0
1,4,0,0
1,4,1,0
1,4,2,0
1,4,3,0
1,5,0,0
1,5,1,0
1,5,2,0
1,5,3,0
2,5,0,0
2,5,1,0
2,5,2,0
2,5,3,0
3,5,0,0
3,5,1,0
3,5,2,0
3,5,3,0
4,5,0,0
4,5,1,0
4,5,2,0
4,5,3,0
5,5,0,0
5,5,1,0
5,5,2,0
5,5,3,0
6,5,0,0
6,5,1,0
6,5,2,0
6,5,3,0
6,6,0,0
6,6,1,0
6,6,2,0
6,6,3,0
5,6,0,0
5,6,1,0
5,6,2,0
5,6,3,0
4,6,0,0
4,6,1,0
4,6,2,0
4,6,3,0
3,6,0,0
3,6,1,0
3,6,2,0
3,6,3,0
2,6,0,0
2,6,1,0
2,6,2,0
2,6,3,0
1,6,0,0
1,6,1,0
1,6,2,0
1,6,3,0
7,9,0,0
7,9,1,0
7,9,2,0
7,9,3,0
7,8,0,0
7,8,1,0
7,8,2,0
7,8,3,0
8,9,0,0
8,9,1,0
8,9,2,0
8,9,3,0
8,8,0,0
8,8,1,0
8,8,2,0
8,8,3,0
9,9,0,0
9,9,1,0
9,9,2,0
9,9,3,0
9,8,0,0
9,8,1,0
9,8,2,0
9,8,3,0
10,9,0,0
10,9,1,0
10,9,2,0
10,9,3,0
10,8,0,0
10,8,1,0
10,8,2,0
10,8,3,0
9,7,0,0
9,7,1,0
9,7,2,0
9,7,3,0
10,7,0,0
10,7,1,0
10,7,2,0
10,7,3,0
9,12,0,0
9,12,1,0
9,12,2,0
9,12,3,0
9,11,0,0
9,11,1,0
9,11,2,0
9,11,3,0
10,12,0,0
10,12,1,0
10,12,2,0
10,12,3,0
10,11,0,0
10,11,1,0
10,11,2,0
10,11,3,0
9,10,0,0
9,10,1,0
9,10,2,0
9,10,3,0
10,10,0,0
10,10,1,0
10,10,2,0
10,10,3,0
9,15,0,0
9,15,1,0
9,15,2,0
9,15,3,0
9,14,0,0
9,14,1,0
9,14,2,0
9,14,3,0
10,15,0,0
10,15,1,0
10,15,2,0
10,15,3,0
10,14,0,0
10,14,1,0
10,14,2,0
10,14,3,0
9,13,0,0
9,13,1,0
9,13,2,0
9,13,3,0
10,13,0,0
10,13,1,0
10,13,2,0
10,13,3,0
9,16,0,0
9,16,1,0
9,16,2,0
9,16,3,0
10,16,0,0
10,16,1,0
10,16,2,0
10,16,3,0
8,14,0,0
8,14,1,0
8,14,2,0
8,14,3,0
8,15,0,0
8,15,1,0
8,15,2,0
8,15,3,0
7,14,0,0
7,14,1,0
7,14,2,0
7,14,3,0
7,15,0,0
7,15,1,0
7,15,2,0
7,15,3,0
6,14,0,0
6,14,1,0
6,14,2,0
6,14,3,0
6,15,0,0
6,15,1,0
6,15,2,0
6,15,3,0
10,18,0,0
10,18,1,0
10,18,2,0
10,18,3,0
11,18,0,0
11,18,1,0
11,18,2,0
11,18,3,0
9,18,0,0
9,18,1,0
9,18,2,0
9,18,3,0
8,18,0,0
8,18,1,0
8,18,2,0
8,18,3,0
10,19,0,0
10,19,1,0
10,19,2,0
10,19,3,0
11,19,0,0
11,19,1,0
11,19,2,0
11,19,3,0
9,19,0,0
9,19,1,0
9,19,2,0
9,19,3,0
8,19,0,0
8,19,1,0
8,19,2,0
8,19,3,0
10,20,0,0
10,20,1,0
10,20,2,0
10,20,3,0
11,20,0,0
11,20,1,0
11,20,2,0
11,20,3,0
9,20,0,0
9,20,1,0
9,20,2,0
9,20,3,0
8,20,0,0
8,20,1,0
8,20,2,0
8,20,3,0
10,17,0,0
10,17,1,0
10,17,2,0
10,17,3,0
11,17,0,0
11,17,1,0
11,17,2,0
11,17,3,0
9,17,0,0
9,17,1,0
9,17,2,0
9,17,3,0
8,17,0,0
8,17,1,0
8,17,2,0
8,17,3,0
14,15,0,0
14,15,1,0
14,15,2,0
14,15,3,0
13,15,0,0
13,15,1,0
13,15,2,0
13,15,3,0
15,15,0,0
15,15,1,0
15,15,2,0
15,15,3,0
14,11,0,0
14,11,1,0
14,11,2,0
14,11,3,0
13,11,0,0
13,11,1,0
13,11,2,0
13,11,3,0
15,11,0,0
15,11,1,0
15,11,2,0
15,11,3,0
14,12,0,0
14,12,1,0
14,12,2,0
14,12,3,0
13,12,0,0
13,12,1,0
13,12,2,0
13,12,3,0
15,12,0,0
15,12,1,0
15,12,2,0
15,12,3,0
14,13,0,0
14,13,1,0
14,13,2,0
14,13,3,0
13,13,0,0
13,13,1,0
13,13,2,0
13,13,3,0
15,13,0,0
15,13,1,0
15,13,2,0
15,13,3,0
14,14,0,0
14,14,1,0
14,14,2,0
14,14,3,0
13,14,0,0
13,14,1,0
13,14,2,0
13,14,3,0
15,14,0,0
15,14,1,0
15,14,2,0
15,14,3,0
9,6,0,0
9,6,1,0
9,6,2,0
9,6,3,0
10,6,0,0
10,6,1,0
10,6,2,0
10,6,3,0
11,6,0,0
11,6,1,0
11,6,2,0
11,6,3,0
8,6,0,0
8,6,1,0
8,6,2,0
8,6,3,0
9,5,0,0
9,5,1,0
9,5,2,0
9,5,3,0
10,5,0,0
10,5,1,0
10,5,2,0
10,5,3,0
11,5,0,0
11,5,1,0
11,5,2,0
11,5,3,0
8,5,0,0
8,5,1,0
8,5,2,0
8,5,3,0
9,4,0,0
9,4,1,0
9,4,2,0
9,4,3,0
10,4,0,0
10,4,1,0
10,4,2,0
10,4,3,0
11,4,0,0
11,4,1,0
11,4,2,0
11,4,3,0
8,4,0,0
8,4,1,0
8,4,2,0
8,4,3,0
9,3,0,0
9,3,1,0
9,3,2,0
9,3,3,0
10,3,0,0
10,3,1,0
10,3,2,0
10,3,3,0
11,3,0,0
11,3,1,0
11,3,2,0
11,3,3,0
8,3,0,0
8,3,1,0
8,3,2,0
8,3,3,0
12,5,0,0
12,5,1,0
12,5,2,0
12,5,3,0
12,4,0,0
12,4,1,0
12,4,2,0
12,4,3,0
13,5,0,0
13,5,1,0
13,5,2,0
13,5,3,0
13,4,0,0
13,4,1,0
13,4,2,0
13,4,3,0
11,12,0,0
11,12,1,0
11,12,2,0
11,12,3,0
11,11,0,0
11,11,1,0
11,11,2,0
11,11,3,0
12,12,0,0
12,12,1,0
12,12,2,0
12,12,3,0
12,11,0,0
12,11,1,0
12,11,2,0
12,11,3,0
14,16,0,0
14,16,1,0
14,16,2,0
14,16,3,0
13,16,0,0
13,16,1,0
13,16,2,0
13,16,3,0
15,16,0,0
15,16,1,0
15,16,2,0
15,16,3,0
14,10,0,0
14,10,1,0
14,10,2,0
14,10,3,0
13,10,0,0
13,10,1,0
13,10,2,0
13,10,3,0
15,10,0,0
15,10,1,0
15,10,2,0
15,10,3,0
12,18,0,0
12,18,1,0
12,18,2,0
12,18,3,0
12,19,0,0
12,19,1,0
12,19,2,0
12,19,3,0
13,18,0,0
13,18,1,0
13,18,2,0
13,18,3,0
13,19,0,0
13,19,1,0
13,19,2,0
13,19,3,0
14,18,0,0
14,18,1,0
14,18,2,0
14,18,3,0
14,19,0,0
14,19,1,0
14,19,2,0
14,19,3,0
15,18,0,0
15,18,1,0
15,18,2,0
15,18,3,0
15,19,0,0
15,19,1,0
15,19,2,0
15,19,3,0
16,18,0,0
16,18,1,0
16,18,2,0
16,18,3,0
16,19,0,0
16,19,1,0
16,19,2,0
16,19,3,0
17,18,0,0
17,18,1,0
17,18,2,0
17,18,3,0
17,19,0,0
17,19,1,0
17,19,2,0
17,19,3,0
18,18,0,0
18,18,1,0
18,18,2,0
18,18,3,0
18,19,0,0
18,19,1,0
18,19,2,0
